,Source,Date,Post_id,Sentence_id,LDA_Dominant_Topic,LABEL1,Text,Dominant_Pct,Dominant_Topic_Keywords,Predicted_label
0,1,2020-02-02,2,1,4,,as of 2 february 2020 2pm we have not been notified of any new confirmed cases of 2019 novel coronavirus infection in singapore.,0.07478632478632481,case| infection| part| private_dinner_function| date| site| preliminary_investigation| fight| set| living,DORMS_OUTBREAKS
11,1,2020-02-07,10,3,7,,as of 2pm 7 feb there are no deaths due to the virus in singapore.,0.08176100628930823,patient| health| time| support| testing| group| effort| family| person| worker,RESPONSIBILITY
12,1,2020-02-07,12,1,10,,as of 7 february 2020 2pm we have confirmed three additional cases of 2019 novel coronavirus infection in singapore.,0.08119658119658123,case| infection| check| response| regulation| transport| swab| singapore| flaring| authority,NEW_CASES
13,1,2020-02-07,12,3,6,,of the remaining 31 most are stable or improving.,0.07843137254901963,infection| case| close_contact| quarantine| clinic| block| professional| water| nose| improving,CONDITION
14,1,2020-02-07,12,4,15,,two are in critical condition in the intensive care unit.,0.11111111111111113,care| unit| condition| news| crest| space| eldercare| defendant| childhood| tampine,CRITICAL
15,1,2020-02-07,13,2,5,,please note that we do not ask for any financial details during our call to you.,0.08496732026143794,detail| release| press| www| news| stay_home_notice| addition| epidemiological_investigation| d_https| assistance,TRACING
16,1,2020-02-08,14,1,10,,as of 8 february 2020 12pm we have confirmed seven additional cases of 2019 novel coronavirus infection in singapore.,0.07692307692307693,case| infection| check| response| regulation| transport| swab| singapore| flaring| authority,NEW_CASES
17,1,2020-02-08,14,3,2,,of the remaining 38 most are stable or improving.,0.07625272331154687,community| hospital| facility| isolation| implementation| dormitory| strait| singapore| vigilance| principle,CONDITION
18,1,2020-02-09,15,1,12,,four more confirmed cases of the 2019 novel coronavirus (2019-ncov) infection have been discharged from hospital today.,0.08385744234800842,case| dorm| today| number| test| fewer_test| tracer| working| result| laboratory,RECOVERY
19,1,2020-02-09,15,2,10,,in all six have fully recovered from the infection and have been discharged from hospital.as of 9 february 2020 12pm we have confirmed three additional cases of 2019-ncov infection in singapore.,0.08176100628930819,case| infection| check| response| regulation| transport| swab| singapore| flaring| authority,RECOVERY
20,1,2020-02-09,15,4,5,,contact tracing is underway for the other seven locally transmitted cases including those confirmed today to establish if they are linked to previous cases or persons with travel history to mainland china.,0.11827956989247314,detail| release| press| www| news| stay_home_notice| addition| epidemiological_investigation| d_https| assistance,TRACING
21,1,2020-02-10,17,1,12,,one more confirmed case of the 2019 novel coronavirus (2019-ncov) infection has been discharged from hospital today.,0.08595387840670864,case| dorm| today| number| test| fewer_test| tracer| working| result| laboratory,NEW_CASES
22,1,2020-02-10,17,2,10,,in all seven have fully recovered from the infection and have been discharged from hospital.as of 10 february 2020 12pm we have confirmed two additional cases of 2019-ncov infection in singapore.,0.08176100628930819,case| infection| check| response| regulation| transport| swab| singapore| flaring| authority,RECOVERY
23,1,2020-02-10,17,4,7,,contact tracing of the other case is underway.we have looked into reports that 2019-ncov could be transmitted through aerosol.based on evidence available in china an expert from the chinese center for disease control and prevention has said that there is currently no evidence that the virus can be transmitted through aerosol.,0.10916179337231971,patient| health| time| support| testing| group| effort| family| person| worker,TRACING
24,1,2020-02-10,17,5,5,,the currently known transmission routes of the virus are via respiratory droplets and physical contact.,0.13261648745519714,detail| release| press| www| news| stay_home_notice| addition| epidemiological_investigation| d_https| assistance,TRACING
25,1,2020-02-11,19,1,7,,singapore and malaysia will establish a joint working group to further enhance cooperation to prevent and control the spread of 2019-ncov.the objective of the joint working group is to strengthen collaborations and enhance communication between both countries in order to better understand and limit the spread of 2019-ncov.,0.1375661375661376,patient| health| time| support| testing| group| effort| family| person| worker,TRACING
26,1,2020-02-11,19,2,5,,singapore has nominated lam pin minï¼ˆè“å½¬æ˜Žï¼‰ to co-chair the joint working group.,0.12643678160919544,detail| release| press| www| news| stay_home_notice| addition| epidemiological_investigation| d_https| assistance,IMPORT_VS_LOCAL
27,1,2020-02-12,20,1,12,,six more confirmed cases of covid-19 infection have been discharged from hospital today.,0.08230452674897122,case| dorm| today| number| test| fewer_test| tracer| working| result| laboratory,RECOVERY
28,1,2020-02-12,20,4,5,,eight are in critical condition in the intensive care unit.,0.11666666666666671,detail| release| press| www| news| stay_home_notice| addition| epidemiological_investigation| d_https| assistance,CRITICAL
29,1,2020-02-13,21,1,4,,as of 13 february 2020 12pm we have confirmed and verified eight additional cases of covid-19 infection in singapore all of which are linked to previous cases.to date a total of 15 cases have fully recovered from the infection and have been discharged from hospital.,0.10344827586206899,case| infection| part| private_dinner_function| date| site| preliminary_investigation| fight| set| living,TRACING
30,1,2020-02-13,21,2,4,,of the 43 confirmed cases who are still in hospital most are stable or improving.,0.0740740740740741,case| infection| part| private_dinner_function| date| site| preliminary_investigation| fight| set| living,CONDITION
31,1,2020-02-13,21,3,5,,seven are in critical condition in the intensive care unit.,0.10919540229885062,detail| release| press| www| news| stay_home_notice| addition| epidemiological_investigation| d_https| assistance,CRITICAL
32,1,2020-02-14,22,1,12,,two more confirmed cases of covid-19 infection have been discharged from hospital today.,0.08641975308641979,case| dorm| today| number| test| fewer_test| tracer| working| result| laboratory,RECOVERY
33,1,2020-02-14,22,2,11,,in all 17 have fully recovered from the infection and have been discharged from hospital.as of 14 february 2020 12pm we have confirmed and verified nine additional cases of covid-19 infection in singapore.,0.08176100628930821,case| infection| mission| safeguard| model| withdrawal| practise| passport| trend| road,NEW_CASES
34,1,2020-02-14,22,3,8,,of these six are linked to the cluster at grace assembly of god and one is linked to a previous case.,0.08333333333333336,contact| cluster| tracing| case| link| d_of| moh| call| precaution| initiative,TRACING
35,1,2020-02-14,22,4,8,,contact tracing of the other two cases is underway to establish any links to previous cases or travel history to china. of the 50 confirmed cases who are still in hospital most are stable or improving.,0.09898989898989902,contact| cluster| tracing| case| link| d_of| moh| call| precaution| initiative,TRACING
36,1,2020-02-14,22,5,5,,six are in critical condition in the intensive care unit.,0.1073446327683616,detail| release| press| www| news| stay_home_notice| addition| epidemiological_investigation| d_https| assistance,CRITICAL
37,1,2020-02-15,23,1,12,,one more case of covid-19 infection has been discharged from hospital today.,0.08641975308641979,case| dorm| today| number| test| fewer_test| tracer| working| result| laboratory,RECOVERY
38,1,2020-02-15,23,2,10,,in all 18 have fully recovered from the infection and have been discharged from hospital.as of 15 february 2020 12pm we have confirmed and verified five additional cases of covid-19 infection in singapore.,0.08176100628930821,case| infection| check| response| regulation| transport| swab| singapore| flaring| authority,NEW_CASES
39,1,2020-02-15,23,3,5,,of these three are linked to the cluster at grace assembly of god one is linked to the cluster at seletar aerospace heights construction site and the other case is linked to a previous case.,0.12021857923497269,detail| release| press| www| news| stay_home_notice| addition| epidemiological_investigation| d_https| assistance,TRACING
40,1,2020-02-16,24,1,12,,as of 12pm today one more case of covid-19 infection has been discharged from hospital.,0.08080808080808083,case| dorm| today| number| test| fewer_test| tracer| working| result| laboratory,RECOVERY
41,1,2020-02-16,24,2,6,,in all 19 have fully recovered from the infection and have been discharged from hospital.as of 16 february 2020 12pm we have confirmed and verified three additional cases of covid-19 infection in singapore.,0.08805031446540885,infection| case| close_contact| quarantine| clinic| block| professional| water| nose| improving,RECOVERY
42,1,2020-02-17,25,2,6,,in all 24 have fully recovered from the infection and have been discharged from hospital.as of 17 february 2020 12pm we have confirmed and verified two additional cases of covid-19 infection in singapore.,0.0817610062893082,infection| case| close_contact| quarantine| clinic| block| professional| water| nose| improving,NEW_CASES
43,1,2020-02-17,25,4,5,,four are in critical condition in the intensive care unit.,0.10734463276836163,detail| release| press| www| news| stay_home_notice| addition| epidemiological_investigation| d_https| assistance,CRITICAL
44,1,2020-02-17,26,1,12,,the number of confirmed cases in mainland china (outside of hubei) has increased from over 4000 cases on 31 january 2020 to over 12000 today.,0.10905349794238686,case| dorm| today| number| test| fewer_test| tracer| working| result| laboratory,IMPORT_VS_LOCAL
45,1,2020-02-17,26,2,13,,at the same time there remains a substantial number of singapore residents and long-term pass holders in china including singapore citizens.,0.10909090909090911,holder| resident| case| pass| investigation| community| singaporean| visit| student| citizen,IMPORT_VS_LOCAL
46,1,2020-02-18,27,1,3,,as of 18 february 2020 12pm five more cases of covid-19 infection have been discharged from hospital.,0.07692307692307696,community| hospital| facility| isolation| d_to| thought| morning| break| message| hotspot,RECOVERY
47,1,2020-02-18,27,3,11,,of these three are linked to the grace assembly of god and one is linked to a previous case. of the 52 confirmed cases who are still in hospital most are stable or improving.,0.07905982905982907,case| infection| mission| safeguard| model| withdrawal| practise| passport| trend| road,TRACING
48,1,2020-02-19,28,1,14,,since the emergence of covid-19 we have taken many proactive steps to reduce the risk of transmission of the virus.read the straits times article for the timeline of events and the key measures rolled out since the start of the year to keep our loved ones safe.,0.1510416666666667,measure| transmission| day| risk| place| virus| situation| shn| travel| traveller,PRECAUTIONS
49,1,2020-02-19,29,1,12,,as of 19 february 2020 12pm five more cases of covid-19 infection have been discharged from hospital today.,0.08385744234800842,case| dorm| today| number| test| fewer_test| tracer| working| result| laboratory,RECOVERY
50,1,2020-02-20,30,2,3,,in all 37 have fully recovered from the infection and have been discharged from hospital.,0.07692307692307694,community| hospital| facility| isolation| d_to| thought| morning| break| message| hotspot,RECOVERY
51,1,2020-02-20,30,3,10,,as of 20 february 2020 12pm we have confirmed and verified one more case of covid-19 infection in singapore.,0.08119658119658123,case| infection| check| response| regulation| transport| swab| singapore| flaring| authority,TRACING
52,1,2020-02-20,30,5,4,,of the 48 confirmed cases who are still in hospital most are stable or improving.,0.07189542483660132,case| infection| part| private_dinner_function| date| site| preliminary_investigation| fight| set| living,CONDITION
53,1,2020-02-20,30,7,5,,nan,0.14367816091954025,detail| release| press| www| news| stay_home_notice| addition| epidemiological_investigation| d_https| assistance,OTHER
54,1,2020-02-20,31,2,9,,removing it takes another five to 10 minutes and it must be done so very carefully.dr monica chan senior consultant at the national centre for infectious diseases shared what it is like for healthcare professionals on the ground at the frontline; how the covid-19 has changed her life both at home and at work; and how her team is rolling with the punches.,0.09523809523809525,activity| service| home| phase| senior| period| circuit_breaker| worker| week| mask,OTHER
55,1,2020-02-21,32,1,12,,ten more cases of covid-19 infection have been discharged from hospital today.,0.08595387840670864,case| dorm| today| number| test| fewer_test| tracer| working| result| laboratory,RECOVERY
56,1,2020-02-21,32,2,10,,in all 47 have fully recovered from the infection and have been discharged from hospital.as of 21 february 2020 12pm we have confirmed and verified one more case of covid-19 infection in singapore which is linked to a previous case. of the 39 confirmed cases who are still in hospital most are stable or improving.,0.08282828282828285,case| infection| check| response| regulation| transport| swab| singapore| flaring| authority,TRACING
57,1,2020-02-23,33,2,7,,ðŸ˜·here's everything you need to know about phpcs and the subsidies you'll enjoy.,0.08496732026143794,patient| health| time| support| testing| group| effort| family| person| worker,OTHER
58,1,2020-02-23,33,3,7,,go to phpc.gov.sg for more information.,0.08496732026143794,patient| health| time| support| testing| group| effort| family| person| worker,OTHER
59,1,2020-02-25,35,1,12,,as of 25 february 2020 12pm five more cases of covid-19 infection have been discharged from hospital today.,0.0817610062893082,case| dorm| today| number| test| fewer_test| tracer| working| result| laboratory,RECOVERY
60,1,2020-02-25,35,2,11,,in all 58 have fully recovered from the infection and have been discharged from hospital.as of 25 february 2020 12pm we have confirmed and verified one more case of covid-19 infection in singapore which is linked to a previous case. of the 33 confirmed cases who are still in hospital most are stable or improving.,0.08686868686868687,case| infection| mission| safeguard| model| withdrawal| practise| passport| trend| road,TRACING
61,1,2020-02-26,37,1,2,,as of 26 february 2020 12pm four more cases of covid-19 infection have been discharged from hospital.,0.07692307692307696,community| hospital| facility| isolation| implementation| dormitory| strait| singapore| vigilance| principle,RECOVERY
62,1,2020-02-27,38,2,10,,in all 66 have fully recovered from the infection and have been discharged from hospital.as of 27 february 2020 12pm we have confirmed and verified three more cases of covid-19 infection in singapore.,0.08176100628930819,case| infection| check| response| regulation| transport| swab| singapore| flaring| authority,RECOVERY
63,1,2020-02-29,39,1,12,,as of 29 february 2020 12 pm three more cases of covid-19 infection have been discharged from hospital today.,0.09014675052410903,case| dorm| today| number| test| fewer_test| tracer| working| result| laboratory,RECOVERY
64,1,2020-02-29,39,2,8,,in all 72 have fully recovered from the infection and have been discharged from hospital.as of 29 february 2020 12 pm we have confirmed and verified four more cases of covid-19 infection in singapore which are linked to the cluster at wizlearn technologies pte ltd. of the 30 confirmed cases who are still in hospital most are stable or improving.,0.09920634920634924,contact| cluster| tracing| case| link| d_of| moh| call| precaution| initiative,TRACING
65,1,2020-02-29,39,3,5,,seven are in critical condition in the intensive care unit.,0.10734463276836163,detail| release| press| www| news| stay_home_notice| addition| epidemiological_investigation| d_https| assistance,CRITICAL
66,1,2020-03-02,40,1,2,,as of 2 march 2020 12pm four more cases of covid-19 infection have been discharged from hospital.,0.07478632478632481,community| hospital| facility| isolation| implementation| dormitory| strait| singapore| vigilance| principle,RECOVERY
67,1,2020-03-02,40,3,8,,of these one is linked to the cluster at wizlearn technologies pte ltd while the other is linked to a previous case. of the 30 confirmed cases who are still in hospital most are stable or improving.,0.0946502057613169,contact| cluster| tracing| case| link| d_of| moh| call| precaution| initiative,TRACING
68,1,2020-03-02,40,4,5,,six are in critical condition in the intensive care unit.,0.1073446327683616,detail| release| press| www| news| stay_home_notice| addition| epidemiological_investigation| d_https| assistance,CRITICAL
69,1,2020-03-03,41,4,11,,previously issued short-term and multiple-visit visas for those with iranian passports will also be suspended.,0.08333333333333337,case| infection| mission| safeguard| model| withdrawal| practise| passport| trend| road,PRECAUTIONS
70,1,2020-03-03,42,1,6,,as of 3 march 2020 12pm we have confirmed and verified two more cases of covid-19 infection in singapore.,0.0747863247863248,infection| case| close_contact| quarantine| clinic| block| professional| water| nose| improving,NEW_CASES
71,1,2020-03-03,42,2,8,,of these one is linked to the cluster at wizlearn technologies pte ltd. contact tracing is underway for the other case to establish any links to previous cases or travel history to affected countries or regions.to date a total of 78 cases have fully recovered from the infection and have been discharged from hospital.,0.10382513661202188,contact| cluster| tracing| case| link| d_of| moh| call| precaution| initiative,TRACING
72,1,2020-03-03,42,3,12,,of the 32 confirmed cases who are still in hospital most are stable or improving.,0.07189542483660133,case| dorm| today| number| test| fewer_test| tracer| working| result| laboratory,CONDITION
73,1,2020-03-03,42,4,5,,seven are in critical condition in the intensive care unit.,0.1091954022988506,detail| release| press| www| news| stay_home_notice| addition| epidemiological_investigation| d_https| assistance,CRITICAL
74,1,2020-03-04,43,2,6,,in all 79 have fully recovered from the infection and have been discharged from hospital.as of 4 march 2020 12pm we have confirmed and verified two more cases of covid-19 infection in singapore.,0.0838574423480084,infection| case| close_contact| quarantine| clinic| block| professional| water| nose| improving,RECOVERY
75,1,2020-03-04,43,3,4,,of these one is linked to a previous case.,0.07189542483660132,case| infection| part| private_dinner_function| date| site| preliminary_investigation| fight| set| living,TRACING
76,1,2020-03-04,43,5,11,,of the 33 confirmed cases who are still in hospital most are stable or improving.,0.07189542483660132,case| infection| mission| safeguard| model| withdrawal| practise| passport| trend| road,CONDITION
77,1,2020-03-04,43,6,5,,seven are in critical condition in the intensive care unit.,0.10734463276836163,detail| release| press| www| news| stay_home_notice| addition| epidemiological_investigation| d_https| assistance,CRITICAL
78,1,2020-03-05,44,2,6,,in all 81 have fully recovered from the infection and have been discharged from hospital.as of 5 march 2020 12pm we have confirmed and verified five more cases of covid-19 infection in singapore.,0.08595387840670862,infection| case| close_contact| quarantine| clinic| block| professional| water| nose| improving,RECOVERY
79,1,2020-03-05,44,3,4,,of these one is an imported case and the others are part of a cluster involving a private dinner function at safra jurong (333 boon lay way) on 15 february. of the 36 confirmed cases who are still in hospital most are stable or improving.,0.10905349794238685,case| infection| part| private_dinner_function| date| site| preliminary_investigation| fight| set| living,TRACING
80,1,2020-03-05,44,4,5,,seven are in critical condition in the intensive care unit.,0.10734463276836163,detail| release| press| www| news| stay_home_notice| addition| epidemiological_investigation| d_https| assistance,CRITICAL
81,1,2020-03-06,45,1,12,,as of 6 march 2020 12pm one more case of covid-19 infection has been discharged from hospital today.,0.08230452674897125,case| dorm| today| number| test| fewer_test| tracer| working| result| laboratory,RECOVERY
82,1,2020-03-06,45,2,4,,in all 82 have fully recovered from the infection and have been discharged from hospital.as of 6 march 2020 12pm we have confirmed and verified 13 more cases of covid-19 infection in singapore. of these â€“ nine are part of the cluster involving a private dinner function at safra jurong one is linked to a previous case two are likely to be imported cases and one is unlinked.you can get more details in our press release.,0.1203703703703704,case| infection| part| private_dinner_function| date| site| preliminary_investigation| fight| set| living,TRACING
83,1,2020-03-06,45,3,5,,https://www.moh.gov.sg/news-highlights/details/one-more-case-discharged-thirteen-new-cases-of-covid-19-infection-confirmed,0.08024691358024692,detail| release| press| www| news| stay_home_notice| addition| epidemiological_investigation| d_https| assistance,DORMS_OUTBREAKS
84,1,2020-03-08,46,4,5,,nine are in critical condition in the intensive care unit.,0.10919540229885062,detail| release| press| www| news| stay_home_notice| addition| epidemiological_investigation| d_https| assistance,CRITICAL
85,1,2020-03-10,47,1,9,,additional precautionary measures will be put in place to reduce the risk of further transmission of covid-19 among seniors.all senior-centric activities conducted by government agencies will be suspended for 14 days from 11 march to 24 march 2020. these include activities held at ccs rcs senior activity centres active ageing hubs crest centres health promotion board and activesg sport centres.,0.15625,activity| service| home| phase| senior| period| circuit_breaker| worker| week| mask,PRECAUTIONS
86,1,2020-03-10,48,3,11,,of the 73 confirmed cases who are still in hospital most are stable or improving.,0.07189542483660132,case| infection| mission| safeguard| model| withdrawal| practise| passport| trend| road,CONDITION
87,1,2020-03-13,49,1,14,,singapore will implement additional precautionary measures to slow the transmission of the covid-19 virus.,0.11949685534591199,measure| transmission| day| risk| place| virus| situation| shn| travel| traveller,CIRCUIT
88,1,2020-03-13,49,3,13,,our existing advisory to defer all travel to hubei province in mainland china and non-essential travel to the rest of mainland china iran japan and the republic of korea remains.â€¢   from 15 march 2020 2359 hours all new visitors with recent travel history to italy france spain and germany within the last 14 days will not be allowed entry into singapore or transit through singapore.â€¢   from 15 march 2020 2359 hours residents (singapore citizens and permanent residents) and long-term pass holders (including work passes studentâ€™s pass dependentâ€™s pass and long-term visit pass) with recent travel history to italy france spain and germany within the last 14 days will be issued with a stay-home notice.â€¢   from 4 march travellers entering singapore and exhibiting fever and/or other symptoms of respiratory illness are required to undergo a covid-19 swab test at the checkpoint regardless of travel history.,0.14553990610328638,holder| resident| case| pass| investigation| community| singaporean| visit| student| citizen,SHN
89,1,2020-03-13,50,7,14,,but these measures alone are not enough.,0.08496732026143794,measure| transmission| day| risk| place| virus| situation| shn| travel| traveller,OTHER
90,1,2020-03-13,50,9,7,,together we can overcome and emerge stronger from this outbreak.,0.08496732026143794,patient| health| time| support| testing| group| effort| family| person| worker,RESPONSIBILITY
91,1,2020-03-14,51,1,3,,as of 14 march 2020 12pm eight more cases of covid-19 infection have been discharged from hospital.,0.0747863247863248,community| hospital| facility| isolation| d_to| thought| morning| break| message| hotspot,RECOVERY
92,1,2020-03-14,51,2,10,,in all 105 have fully recovered from the infection and have been discharged from hospital.as of 14 march 2020 12pm we have confirmed and verified 12 more cases of covid-19 infection in singapore.,0.07966457023060798,case| infection| check| response| regulation| transport| swab| singapore| flaring| authority,RECOVERY
93,1,2020-03-15,53,1,10,,as of 15 march 2020 12pm we have confirmed and verified 14 more cases of covid-19 infection in singapore.,0.07905982905982907,case| infection| check| response| regulation| transport| swab| singapore| flaring| authority,NEW_CASES
94,1,2020-03-15,53,2,4,,of these:Â·         two are part of the cluster involving the private dinner function at safra jurong on 15 february ;Â·         nine are imported cases; andÂ·         three are linked to previous cases.to date a total of 105 cases have fully recovered from the infection and have been discharged from hospital.,0.12429378531073448,case| infection| part| private_dinner_function| date| site| preliminary_investigation| fight| set| living,TRACING
95,1,2020-03-15,53,3,11,,of the 121 confirmed cases who are still in hospital most are stable or improving.,0.07189542483660133,case| infection| mission| safeguard| model| withdrawal| practise| passport| trend| road,CONDITION
96,1,2020-03-17,54,1,3,,as of 17 march 2020 12pm five more cases of covid-19 infection have been discharged from hospital.,0.07905982905982908,community| hospital| facility| isolation| d_to| thought| morning| break| message| hotspot,RECOVERY
97,1,2020-03-17,54,2,6,,in all 114 have fully recovered from the infection and have been discharged from hospital.as of 17 march 2020 12pm we have confirmed and verified 23 more cases of covid-19 infection in singapore.,0.08385744234800839,infection| case| close_contact| quarantine| clinic| block| professional| water| nose| improving,RECOVERY
98,1,2020-03-17,54,3,11,,of these:â€¢    17 are imported cases;â€¢    two are linked to previous cases; andâ€¢    four are currently unlinked. of the 152 confirmed cases who are still in hospital most are stable or improving.,0.08230452674897121,case| infection| mission| safeguard| model| withdrawal| practise| passport| trend| road,TRACING
99,1,2020-03-18,56,2,10,,in all 117 have fully recovered from the infection and have been discharged from hospital.as of 18 march 2020 12pm we have confirmed and verified 47 more cases of covid-19 infection in singapore.,0.08176100628930823,case| infection| check| response| regulation| transport| swab| singapore| flaring| authority,RECOVERY
100,1,2020-03-20,58,2,10,,in all 131 have fully recovered from the infection and have been discharged from hospital.as of 20 march 2020 12pm we have confirmed and verified 40 more cases of covid-19 infection in singapore.,0.08595387840670862,case| infection| check| response| regulation| transport| swab| singapore| flaring| authority,RECOVERY
101,1,2020-03-20,58,3,8,,of these:â€¢   30 are imported cases;â€¢   seven are linked to previous cases; andâ€¢   three are currently unlinked. of the 254 confirmed cases who are still in hospital most are stable or improving.,0.07818930041152267,contact| cluster| tracing| case| link| d_of| moh| call| precaution| initiative,TRACING
102,1,2020-03-21,59,4,7,,we are deeply saddened by their passing and our thoughts are with their families during this difficult time.,0.10062893081761011,patient| health| time| support| testing| group| effort| family| person| worker,OTHER
103,1,2020-03-21,60,1,6,,as of 21 march 2020 12pm nine more cases of covid-19 infection have been discharged from hospital.,0.07547169811320757,infection| case| close_contact| quarantine| clinic| block| professional| water| nose| improving,RECOVERY
104,1,2020-03-21,60,2,11,,in all 140 have fully recovered from the infection and have been discharged from hospital.as of 21 march 2020 12pm we have confirmed and verified an additional 39 imported and eight local cases of covid-19 infection in singapore.,0.07966457023060801,case| infection| mission| safeguard| model| withdrawal| practise| passport| trend| road,NEW_CASES
105,1,2020-03-21,60,4,13,,33 were returning residents and long-term pass holders.,0.0897435897435898,holder| resident| case| pass| investigation| community| singaporean| visit| student| citizen,IMPORT_VS_LOCAL
106,1,2020-03-21,60,5,14,,six were short term visitors.â€¢ two are linked to previous cases; andâ€¢ six are currently unlinked. of the 290 confirmed cases who are still in hospital most are stable or improving.,0.08230452674897122,measure| transmission| day| risk| place| virus| situation| shn| travel| traveller,TRACING
107,1,2020-03-21,60,6,15,,14 are in critical condition in the intensive care unit.,0.11949685534591199,care| unit| condition| news| crest| space| eldercare| defendant| childhood| tampine,CRITICAL
108,1,2020-03-21,60,7,5,,to date two have passed away from complications due to covid-19 infection.,0.12222222222222223,detail| release| press| www| news| stay_home_notice| addition| epidemiological_investigation| d_https| assistance,CRITICAL
109,1,2020-03-22,61,1,14,,in view of the heightened risk of importation of covid-19 cases into singapore all short-term visitors will not be allowed to enter or transit through singapore from 23 march 2020 2359 hours.,0.1488095238095238,measure| transmission| day| risk| place| virus| situation| shn| travel| traveller,TESTING
110,1,2020-03-22,61,3,10,,furthermore ministry of manpower will only allow the entry/ return of work pass holders including their dependents for those providing essential services such as in healthcare and transport.,0.10564663023679419,case| infection| check| response| regulation| transport| swab| singapore| flaring| authority,PRECAUTIONS
111,1,2020-03-23,62,1,2,,as of 23 march 2020 12pm eight more cases of covid-19 infection have been discharged from hospital.,0.0747863247863248,community| hospital| facility| isolation| implementation| dormitory| strait| singapore| vigilance| principle,RECOVERY
112,1,2020-03-23,62,3,4,,as of 23 march 2020 12pm we have confirmed and verified an additional 48 imported and six local cases of covid-19 infection in singapore.-  the 48 imported cases had travel history to europe north america and asean.,0.09053497942386833,case| infection| part| private_dinner_function| date| site| preliminary_investigation| fight| set| living,IMPORT_VS_LOCAL
113,1,2020-03-23,62,4,8,,all except one were returning residents and long term pass holders.-  six cases are currently unlinked and contact tracing is ongoing. of the 355 confirmed cases who are still in hospital most are stable or improving.,0.09722222222222225,contact| cluster| tracing| case| link| d_of| moh| call| precaution| initiative,TRACING
114,1,2020-03-23,62,5,15,,15 are in critical condition in the intensive care unit.,0.11949685534591199,care| unit| condition| news| crest| space| eldercare| defendant| childhood| tampine,CRITICAL
115,1,2020-03-23,62,6,5,,nan,0.12865497076023397,detail| release| press| www| news| stay_home_notice| addition| epidemiological_investigation| d_https| assistance,OTHER
116,1,2020-03-24,63,2,14,,more needs to be done to reduce the risk of further local transmission of covid-19.,0.10256410256410262,measure| transmission| day| risk| place| virus| situation| shn| travel| traveller,TRACING
117,1,2020-03-24,64,4,7,,this will enable the more efficient use of our hospital resources as these patients do not generally require significant medical care.,0.09578544061302686,patient| health| time| support| testing| group| effort| family| person| worker,OTHER
